Country Name,Country Code,Indicator Name,Year,Value
Morocco,MAR,"Unemployment, total (% of total labor force)",1961,
Mozambique,MOZ,"Unemployment, total (% of total labor force)",1961,
Myanmar,MMR,"Unemployment, total (% of total labor force)",1961,
Namibia,NAM,"Unemployment, total (% of total labor force)",1961,
Nauru,NRU,"Unemployment, total (% of total labor force)",1961,
Nepal,NPL,"Unemployment, total (% of total labor force)",1961,
Netherlands,NLD,"Unemployment, total (% of total labor force)",1961,
New Caledonia,NCL,"Unemployment, total (% of total labor force)",1961,
New Zealand,NZL,"Unemployment, total (% of total labor force)",1961,
Nicaragua,NIC,"Unemployment, total (% of total labor force)",1961,
Niger,NER,"Unemployment, total (% of total labor force)",1961,
Nigeria,NGA,"Unemployment, total (% of total labor force)",1961,
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force)",1961,
Norway,NOR,"Unemployment, total (% of total labor force)",1961,
Oman,OMN,"Unemployment, total (% of total labor force)",1961,
Pakistan,PAK,"Unemployment, total (% of total labor force)",1961,
Palau,PLW,"Unemployment, total (% of total labor force)",1961,
Panama,PAN,"Unemployment, total (% of total labor force)",1961,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force)",1961,
Paraguay,PRY,"Unemployment, total (% of total labor force)",1961,
Peru,PER,"Unemployment, total (% of total labor force)",1961,
Philippines,PHL,"Unemployment, total (% of total labor force)",1961,
Poland,POL,"Unemployment, total (% of total labor force)",1961,
Portugal,PRT,"Unemployment, total (% of total labor force)",1961,
Puerto Rico,PRI,"Unemployment, total (% of total labor force)",1961,
Qatar,QAT,"Unemployment, total (% of total labor force)",1961,
Romania,ROM,"Unemployment, total (% of total labor force)",1961,
Russian Federation,RUS,"Unemployment, total (% of total labor force)",1961,
Rwanda,RWA,"Unemployment, total (% of total labor force)",1961,
Samoa,WSM,"Unemployment, total (% of total labor force)",1961,
San Marino,SMR,"Unemployment, total (% of total labor force)",1961,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force)",1961,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force)",1961,
Senegal,SEN,"Unemployment, total (% of total labor force)",1961,
Serbia,SRB,"Unemployment, total (% of total labor force)",1961,
Seychelles,SYC,"Unemployment, total (% of total labor force)",1961,
Sierra Leone,SLE,"Unemployment, total (% of total labor force)",1961,
Singapore,SGP,"Unemployment, total (% of total labor force)",1961,
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force)",1961,
Slovak Republic,SVK,"Unemployment, total (% of total labor force)",1961,
Slovenia,SVN,"Unemployment, total (% of total labor force)",1961,
Solomon Islands,SLB,"Unemployment, total (% of total labor force)",1961,
Somalia,SOM,"Unemployment, total (% of total labor force)",1961,
South Africa,ZAF,"Unemployment, total (% of total labor force)",1961,
South Sudan,SSD,"Unemployment, total (% of total labor force)",1961,
Spain,ESP,"Unemployment, total (% of total labor force)",1961,
Sri Lanka,LKA,"Unemployment, total (% of total labor force)",1961,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force)",1961,
St. Lucia,LCA,"Unemployment, total (% of total labor force)",1961,
St. Martin (French part),MAF,"Unemployment, total (% of total labor force)",1961,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force)",1961,
Sudan,SDN,"Unemployment, total (% of total labor force)",1961,
Suriname,SUR,"Unemployment, total (% of total labor force)",1961,
Swaziland,SWZ,"Unemployment, total (% of total labor force)",1961,
Sweden,SWE,"Unemployment, total (% of total labor force)",1961,
Switzerland,CHE,"Unemployment, total (% of total labor force)",1961,
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force)",1961,
Tajikistan,TJK,"Unemployment, total (% of total labor force)",1961,
Tanzania,TZA,"Unemployment, total (% of total labor force)",1961,
Thailand,THA,"Unemployment, total (% of total labor force)",1961,
Timor-Leste,TMP,"Unemployment, total (% of total labor force)",1961,
Togo,TGO,"Unemployment, total (% of total labor force)",1961,
Tonga,TON,"Unemployment, total (% of total labor force)",1961,
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force)",1961,
Tunisia,TUN,"Unemployment, total (% of total labor force)",1961,
Turkey,TUR,"Unemployment, total (% of total labor force)",1961,
Turkmenistan,TKM,"Unemployment, total (% of total labor force)",1961,
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force)",1961,
Tuvalu,TUV,"Unemployment, total (% of total labor force)",1961,
Uganda,UGA,"Unemployment, total (% of total labor force)",1961,
Ukraine,UKR,"Unemployment, total (% of total labor force)",1961,
United Arab Emirates,ARE,"Unemployment, total (% of total labor force)",1961,
United Kingdom,GBR,"Unemployment, total (% of total labor force)",1961,
United States,USA,"Unemployment, total (% of total labor force)",1961,
Uruguay,URY,"Unemployment, total (% of total labor force)",1961,
Uzbekistan,UZB,"Unemployment, total (% of total labor force)",1961,
Vanuatu,VUT,"Unemployment, total (% of total labor force)",1961,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force)",1961,
Vietnam,VNM,"Unemployment, total (% of total labor force)",1961,
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force)",1961,
West Bank and Gaza,WBG,"Unemployment, total (% of total labor force)",1961,
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force)",1961,
Zambia,ZMB,"Unemployment, total (% of total labor force)",1961,
Zimbabwe,ZWE,"Unemployment, total (% of total labor force)",1961,
Arab World,ARB,"Unemployment, total (% of total labor force)",1962,
Caribbean small states,CSS,"Unemployment, total (% of total labor force)",1962,
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force)",1962,
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force)",1962,
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force)",1962,
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force)",1962,
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force)",1962,
Euro area,EMU,"Unemployment, total (% of total labor force)",1962,
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force)",1962,
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force)",1962,
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force)",1962,
European Union,EUU,"Unemployment, total (% of total labor force)",1962,
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force)",1962,
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force)",1962,
High income,HIC,"Unemployment, total (% of total labor force)",1962,
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force)",1962,
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force)",1962,
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force)",1962,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force)",1962,
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force)",1962,
Low & middle income,LMY,"Unemployment, total (% of total labor force)",1962,
Low income,LIC,"Unemployment, total (% of total labor force)",1962,
Lower middle income,LMC,"Unemployment, total (% of total labor force)",1962,
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force)",1962,
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force)",1962,
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force)",1962,
Middle income,MIC,"Unemployment, total (% of total labor force)",1962,
North America,NAC,"Unemployment, total (% of total labor force)",1962,
OECD members,OED,"Unemployment, total (% of total labor force)",1962,
Other small states,OSS,"Unemployment, total (% of total labor force)",1962,
Pacific island small states,PSS,"Unemployment, total (% of total labor force)",1962,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force)",1962,
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force)",1962,
Small states,SST,"Unemployment, total (% of total labor force)",1962,
South Asia,SAS,"Unemployment, total (% of total labor force)",1962,
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force)",1962,
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force)",1962,
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force)",1962,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force)",1962,
Upper middle income,UMC,"Unemployment, total (% of total labor force)",1962,
World,WLD,"Unemployment, total (% of total labor force)",1962,
Afghanistan,AFG,"Unemployment, total (% of total labor force)",1962,
Albania,ALB,"Unemployment, total (% of total labor force)",1962,
Algeria,DZA,"Unemployment, total (% of total labor force)",1962,
American Samoa,ASM,"Unemployment, total (% of total labor force)",1962,
Andorra,ADO,"Unemployment, total (% of total labor force)",1962,
Angola,AGO,"Unemployment, total (% of total labor force)",1962,
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force)",1962,
Argentina,ARG,"Unemployment, total (% of total labor force)",1962,
Armenia,ARM,"Unemployment, total (% of total labor force)",1962,
Aruba,ABW,"Unemployment, total (% of total labor force)",1962,
Australia,AUS,"Unemployment, total (% of total labor force)",1962,
Austria,AUT,"Unemployment, total (% of total labor force)",1962,
Azerbaijan,AZE,"Unemployment, total (% of total labor force)",1962,
"Bahamas, The",BHS,"Unemployment, total (% of total labor force)",1962,
Bahrain,BHR,"Unemployment, total (% of total labor force)",1962,
Bangladesh,BGD,"Unemployment, total (% of total labor force)",1962,
Barbados,BRB,"Unemployment, total (% of total labor force)",1962,
Belarus,BLR,"Unemployment, total (% of total labor force)",1962,
Belgium,BEL,"Unemployment, total (% of total labor force)",1962,
Belize,BLZ,"Unemployment, total (% of total labor force)",1962,
Benin,BEN,"Unemployment, total (% of total labor force)",1962,
Bermuda,BMU,"Unemployment, total (% of total labor force)",1962,
Bhutan,BTN,"Unemployment, total (% of total labor force)",1962,
Bolivia,BOL,"Unemployment, total (% of total labor force)",1962,
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force)",1962,
Botswana,BWA,"Unemployment, total (% of total labor force)",1962,
Brazil,BRA,"Unemployment, total (% of total labor force)",1962,
British Virgin Islands,VGB,"Unemployment, total (% of total labor force)",1962,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force)",1962,
Bulgaria,BGR,"Unemployment, total (% of total labor force)",1962,
Burkina Faso,BFA,"Unemployment, total (% of total labor force)",1962,
Burundi,BDI,"Unemployment, total (% of total labor force)",1962,
Cabo Verde,CPV,"Unemployment, total (% of total labor force)",1962,
Cambodia,KHM,"Unemployment, total (% of total labor force)",1962,
Cameroon,CMR,"Unemployment, total (% of total labor force)",1962,
Canada,CAN,"Unemployment, total (% of total labor force)",1962,
Cayman Islands,CYM,"Unemployment, total (% of total labor force)",1962,
Central African Republic,CAF,"Unemployment, total (% of total labor force)",1962,
Chad,TCD,"Unemployment, total (% of total labor force)",1962,
Channel Islands,CHI,"Unemployment, total (% of total labor force)",1962,
Chile,CHL,"Unemployment, total (% of total labor force)",1962,
China,CHN,"Unemployment, total (% of total labor force)",1962,
Colombia,COL,"Unemployment, total (% of total labor force)",1962,
Comoros,COM,"Unemployment, total (% of total labor force)",1962,
"Congo, Dem. Rep.",ZAR,"Unemployment, total (% of total labor force)",1962,
"Congo, Rep.",COG,"Unemployment, total (% of total labor force)",1962,
Costa Rica,CRI,"Unemployment, total (% of total labor force)",1962,
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",1962,
Croatia,HRV,"Unemployment, total (% of total labor force)",1962,
Cuba,CUB,"Unemployment, total (% of total labor force)",1962,
Curacao,CUW,"Unemployment, total (% of total labor force)",1962,
Cyprus,CYP,"Unemployment, total (% of total labor force)",1962,
Czech Republic,CZE,"Unemployment, total (% of total labor force)",1962,
Denmark,DNK,"Unemployment, total (% of total labor force)",1962,
Djibouti,DJI,"Unemployment, total (% of total labor force)",1962,
Dominica,DMA,"Unemployment, total (% of total labor force)",1962,
Dominican Republic,DOM,"Unemployment, total (% of total labor force)",1962,
Ecuador,ECU,"Unemployment, total (% of total labor force)",1962,
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force)",1962,
El Salvador,SLV,"Unemployment, total (% of total labor force)",1962,
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",1962,
Eritrea,ERI,"Unemployment, total (% of total labor force)",1962,
Estonia,EST,"Unemployment, total (% of total labor force)",1962,
Ethiopia,ETH,"Unemployment, total (% of total labor force)",1962,
Faroe Islands,FRO,"Unemployment, total (% of total labor force)",1962,
Fiji,FJI,"Unemployment, total (% of total labor force)",1962,
Finland,FIN,"Unemployment, total (% of total labor force)",1962,
